Topic,Sub-Category,Title,Volume,Author,Abstract,Keywords,Fdist,Hapaxes
Life Sciences,Immunology and Microbiology,Shedding light: The importance of reverse transcription efficiency standards in data interpretation,"Biomolecular Detection and QuantificationVolume 17, March 2019, 100077",JessicaSchwabera1StaceyAndersenb1LarsNielsenb,"The RNA-to-cDNA conversion step in transcriptomics experiments is widely recognised as inefficient and variable, casting doubt on the ability to do quantitative transcriptomics analyses. Multiple studies have focused on ways to optimise this process, resulting in contradictory recommendations. Here we explore the problem of reverse transcription efficiency using digital PCR and the RT method’s impact on subsequent data analysis. Using synthetic RNA standards, an example experiment is presented, outlining a method to (1) determine relevant efficiency and variability values and then to (2) incorporate this information into downstream analyses as a way to improve the accuracy of quantitative transcriptomics experiments.",qPCRquantitative PCRdPCRdigital PCRRTreverse transcriptioncDNAcomplementary DNAKeywordsTranscriptomicsQuantitative PCRDigital PCRReverse transcriptionEfficiencyComplementary DNAModelling,"[('transcriptomics', 3), ('experiments', 2), ('quantitative', 2), ('analyses', 2), ('efficiency', 2), ('method', 2), ('RNA-to-cDNA', 1), ('conversion', 1), ('step', 1), ('widely', 1)]","['RNA-to-cDNA', 'conversion', 'step', 'widely', 'recognised', 'inefficient', 'variable', 'casting', 'doubt', 'ability', 'Multiple', 'studies', 'focused', 'ways', 'optimise', 'process', 'resulting', 'contradictory', 'recommendations', 'Here', 'explore', 'problem', 'reverse', 'transcription', 'digital', 'PCR', 'RT', '’', 'impact', 'subsequent', 'data', 'analysis', 'Using', 'synthetic', 'RNA', 'standards', 'example', 'experiment', 'presented', 'outlining', '1', 'determine', 'relevant', 'variability', 'values', '2', 'incorporate', 'information', 'downstream', 'way', 'improve', 'accuracy']"
Life Sciences,Neuroscience,A Framework to Characterize the Performance of Early Warning Index Alarm Systems for Patient Monitoring,"MethodsXAvailable online 8 July 2019In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",ChathuriDaluwatteaFaridYaghoubybChristopherScullyb,"In [Scully, C.G., and Daluwatte, C., Evaluating performance of early warning indices to predict physiological instabilities. J Biomed Inform. 75 (2017) 14-21.], a framework was presented to characterize the performance of warning indices to provide information on the 1) probability a critical health event will occur when a warning is given (analogous to positive predictive value) and 2) proportion of warned events to all events (analogous to sensitivity). This framework also provides information about the timeliness of the warnings with respect to event occurrence and the warning burden of the system. •In the current work, we provide information on how this framework can be used when cases without events are present in a dataset to examine the proportion of warned non-events to all non-events (analogous to false positive rate).•Information on steps to apply the method, software, data and results for the case study are also provided to enable implementation of the framework.•Application and extension of the framework is demonstrated and discussed by adding non-event records to our previous case study comparing two warning strategies to predict physiologic instabilities.",Framework to Characterize the Performance of Early Warning Index Alarm Systems for Patient MonitoringKeywordsPatient monitoringWarning indexAlarm systemsPerformance assessment,"[('warning', 5), ('framework', 4), ('information', 3), ('analogous', 3), ('events', 3), ('performance', 2), ('indices', 2), ('predict', 2), ('instabilities', 2), ('provide', 2)]","['Scully', 'C.G.', 'Daluwatte', 'C.', 'Evaluating', 'early', 'physiological', 'J', 'Biomed', 'Inform', '75', '2017', '14-21', 'presented', 'characterize', '1', 'probability', 'critical', 'health', 'occur', 'given', 'predictive', 'value', '2', 'sensitivity', 'provides', 'timeliness', 'warnings', 'respect', 'occurrence', 'burden', 'system', '•In', 'current', 'work', 'cases', 'without', 'present', 'dataset', 'examine', 'false', 'rate', '.•Information', 'steps', 'apply', 'method', 'software', 'data', 'results', 'provided', 'enable', 'implementation', 'framework.•Application', 'extension', 'demonstrated', 'discussed', 'adding', 'non-event', 'records', 'previous', 'comparing', 'strategies', 'physiologic']"
Life Sciences,Neuroscience,A Novel Method for Quantifying Traction Forces on Hexagonal Micropatterned Protein Features on Deformable Poly-Dimethyl Siloxane Sheets,"MethodsXAvailable online 31 May 2019In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",Brian P.GriffinaChristopher J.LargaespadaaNicole A.RinaldibChristopher A.Lemmona,"Many methods exist for quantifying cellular traction forces, including traction force microscopy and microfabricated post arrays. However, these methodologies have limitations, including a requirement to remove cells to determine undeflected particle locations and the inability to quantify forces of cells with low cytoskeletal stiffness, respectively. Here we present a novel method of traction force quantification that eliminates both of these limitations. Through the use of a hexagonal pattern of microcontact-printed protein spots, a novel computational algorithm, and thin surfaces of polydimethyl siloxane (PDMS) blends, we demonstrate a system that: •quantifies cellular forces on a homogeneous surface that is stable and easily manufactured.•utilizes hexagonal patterns of protein spots and computational geometry to quantify cellular forces without need for cell removal.•quantifies cellular forces in cells with low cytoskeletal rigidity.",Method nameHexForce Traction Force MeasurementKeywordscell traction forcesmicrocontact printingpolydimethylsiloxanefinite element analysis,"[('forces', 5), ('cellular', 4), ('traction', 3), ('cells', 3), ('including', 2), ('force', 2), ('limitations', 2), ('quantify', 2), ('cytoskeletal', 2), ('novel', 2)]","['Many', 'methods', 'exist', 'quantifying', 'microscopy', 'microfabricated', 'post', 'arrays', 'However', 'methodologies', 'requirement', 'remove', 'determine', 'undeflected', 'particle', 'locations', 'inability', 'stiffness', 'respectively', 'Here', 'present', 'method', 'quantification', 'eliminates', 'Through', 'pattern', 'microcontact-printed', 'algorithm', 'thin', 'surfaces', 'polydimethyl', 'siloxane', 'PDMS', 'blends', 'demonstrate', 'system', '•quantifies', 'homogeneous', 'surface', 'stable', 'easily', 'manufactured.•utilizes', 'patterns', 'geometry', 'without', 'need', 'cell', 'removal.•quantifies', 'rigidity']"
Life Sciences,Neuroscience,A protocol for metabolic characterization of human induced pluripotent derived cardiomyocytes (iPSCM),"MethodsXAvailable online 29 May 2019In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",AlishaHouseEricaFaticaRohanShahJaredStergarRyanPearceYanaSandlers,"Recent advances in human induced pluripotent derived cardiomyocytes (iPSCM) field offer a novel platform for modeling cardiac metabolism, heart diseases drug candidates screening and cardiac toxicity assessments. These workflows require a fully functional characterization of iPSCMs. Here we report a step by step protocol for iPSCM metabolic characterization. The described assays cover analysis of small metabolites involved in a vital metabolic pathways.",Protocol nameIPS-CM functional characterizationKeywordsInduced pluripotent stem cells derived cardiomyocytesmetabolic characterizationGCMSLC-MS/MS,"[('iPSCM', 2), ('cardiac', 2), ('characterization', 2), ('step', 2), ('metabolic', 2), ('Recent', 1), ('advances', 1), ('human', 1), ('induced', 1), ('pluripotent', 1)]","['Recent', 'advances', 'human', 'induced', 'pluripotent', 'derived', 'cardiomyocytes', 'field', 'offer', 'novel', 'platform', 'modeling', 'metabolism', 'heart', 'diseases', 'drug', 'candidates', 'screening', 'toxicity', 'assessments', 'workflows', 'require', 'fully', 'functional', 'iPSCMs', 'Here', 'report', 'protocol', 'described', 'assays', 'cover', 'analysis', 'small', 'metabolites', 'involved', 'vital', 'pathways']"
Life Sciences,Neuroscience,An effective white spot syndrome virus challenge test for cultured shrimp using different biomass of the infected papilla,"MethodsXAvailable online 10 July 2019In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",CristóbalDomínguez-BorboraIrmaBetancourtaFannyPanchanaaStanislausSonnenholznerabBonnyBayotab,"White spot syndrome virus (WSSV) is one of the most virulent pathogens of cultured penaeid shrimp. Several control strategies are used commonly to mitigate the economic losses caused by the pathogen, such as application of antiviral products at farm level. One of the most practical method for the screening of potential anti-WSSV products is through challenge tests. Therefore, it is essential to develop simple, reproducible and effective bioassays able to simulate specific mortality levels. The purpose of this study was to develop a simple and reproducible bioassay that simulate different mortality levels by varying the proportion of WSSV-infected and noninfected shrimp tissues administered to susceptible shrimp during a per os challenge test. This method mimics one of the natural transmission routes of WSSV infection in shrimp and could be applied to identify potential antiviral products to different cultured shrimp species susceptible to WSSV.Here we report:•A simple and economic method to evaluate therapeutic antiviral products against WSSV through a challenge test, that uses different biomass amounts of WSSV-infected papilla.•Allows to simulate a wide and reproducible range of mortalities observed in shrimp farms.•A challenge test that simulates one mode of natural WSSV infection in shrimp.",Method nameWSSV challenge test using different biomass of infected-muscleKeywordsPer os challenge testDose-responseVirus virulence,"[('shrimp', 7), ('WSSV', 4), ('products', 4), ('challenge', 4), ('antiviral', 3), ('method', 3), ('simple', 3), ('reproducible', 3), ('simulate', 3), ('different', 3)]","['White', 'spot', 'syndrome', 'virus', 'virulent', 'pathogens', 'penaeid', 'Several', 'control', 'strategies', 'commonly', 'mitigate', 'losses', 'caused', 'pathogen', 'application', 'farm', 'level', 'One', 'practical', 'screening', 'anti-WSSV', 'tests', 'Therefore', 'essential', 'effective', 'bioassays', 'able', 'specific', 'purpose', 'study', 'bioassay', 'varying', 'proportion', 'noninfected', 'tissues', 'administered', 'per', 'os', 'mimics', 'transmission', 'routes', 'applied', 'identify', 'species', 'WSSV.Here', 'report', '•A', 'evaluate', 'therapeutic', 'uses', 'biomass', 'amounts', 'papilla.•Allows', 'wide', 'range', 'mortalities', 'observed', 'farms.•A', 'simulates', 'mode']"
Life Sciences,Neuroscience,Development and validation of a salivary tau biomarker in Alzheimer's disease,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease MonitoringVolume 11, December 2019, Pages 53-60",HeatherPekelesabHamid Y.QureshibHemant K.PaudelabHyman M.SchipperabcMervynGornistkyabcHowardChertkowabcd,"Total tau (t-tau) and phosphorylated tau (p-tau) are abnormally elevated in the brain and cerebrospinal fluid of individuals with Alzheimer's disease (AD). Tau is also present in the salivary gland tissue and saliva, and salivary measures might produce an accurate, accessible, and inexpensive biomarker.MethodsUsing unstimulated saliva and Western blot analysis, we quantified the p-tau/t-tau ratio at different phosphorylation sites.ResultsWe found that for one phosphorylation site, S396, p-tau/t-tau ratio was significantly elevated in patients with AD compared with normal elderly control subjects. The elevation in saliva, however, did not correlate with cerebrospinal fluid tau or with brain measures such as hippocampal volume.DiscussionThere is significant elevation of p-tau/t-tau ratio for the S396 phosphorylation site. Large variation in the AD salivary tau levels, however, limits the utility of this test as a clinical biomarker.",AlzheimerTau proteinBiomarkersPhosphorylationFTD,"[('tau', 4), ('AD', 3), ('salivary', 3), ('saliva', 3), ('p-tau/t-tau', 3), ('ratio', 3), ('phosphorylation', 3), ('elevated', 2), ('brain', 2), ('cerebrospinal', 2)]","['Total', 't-tau', 'phosphorylated', 'p-tau', 'abnormally', 'individuals', 'Alzheimer', 'disease', 'Tau', 'present', 'gland', 'tissue', 'might', 'produce', 'accurate', 'accessible', 'inexpensive', 'biomarker.MethodsUsing', 'unstimulated', 'Western', 'blot', 'analysis', 'quantified', 'different', 'sites.ResultsWe', 'significantly', 'patients', 'compared', 'normal', 'elderly', 'control', 'subjects', 'correlate', 'hippocampal', 'volume.DiscussionThere', 'significant', 'Large', 'variation', 'levels', 'limits', 'utility', 'test', 'clinical', 'biomarker']"
Life Sciences,Neuroscience,Efficient and scalable data structures and algorithms for goal-oriented adaptivity of space–time FEM codes,"SoftwareXVolume 10, July–December 2019, 100239",UweKöcherMarius PaulBruchhäuserMarkusBause,The cost- and memory-efficient finite element simulation of multi-physics problems remains a challenging task. Goal-oriented space and time adaptive methods derived from the dual weighted residual method appear to be a shiny key technology. They offer to generate optimal sequences of space–time meshes to minimise costs. This work contributes to the efficient embedding of space–time adaptive methods in an application free way for numerical screening tools. A new approach of flexible data structures and algorithms on them is introduced with the provided software dwr-diffusion of the DTM++.Project.,Data structuresGoal-oriented adaptivitySpace–time finite elementsDual weighted residual method,"[('adaptive', 2), ('methods', 2), ('space–time', 2), ('cost-', 1), ('memory-efficient', 1), ('finite', 1), ('element', 1), ('simulation', 1), ('multi-physics', 1), ('problems', 1)]","['cost-', 'memory-efficient', 'finite', 'element', 'simulation', 'multi-physics', 'problems', 'remains', 'challenging', 'task', 'Goal-oriented', 'space', 'time', 'derived', 'dual', 'weighted', 'residual', 'method', 'appear', 'shiny', 'key', 'technology', 'They', 'offer', 'generate', 'optimal', 'sequences', 'meshes', 'minimise', 'costs', 'work', 'contributes', 'efficient', 'embedding', 'application', 'free', 'way', 'numerical', 'screening', 'tools', 'new', 'approach', 'flexible', 'data', 'structures', 'algorithms', 'introduced', 'provided', 'software', 'dwr-diffusion', 'DTM++.Project']"
Life Sciences,Neuroscience,Elfun18 – A collection of MATLAB functions for the computation of elliptic integrals and Jacobian elliptic functions of real arguments,"SoftwareXVolume 10, July–December 2019, 100245",MilanBatista,"We outline a set of MATLAB functions that enable the computation of elliptic integrals and Jacobian elliptic functions for real arguments. The correctness, robustness, efficiency, and accuracy of the functions are discussed in detail. An example from elasticity theory is provided to illustrate the use of this collection.",Special functionsElliptic integralsJacobian elliptical functionsMATLAB,"[('functions', 3), ('elliptic', 2), ('outline', 1), ('set', 1), ('MATLAB', 1), ('enable', 1), ('computation', 1), ('integrals', 1), ('Jacobian', 1), ('real', 1)]","['outline', 'set', 'MATLAB', 'enable', 'computation', 'integrals', 'Jacobian', 'real', 'arguments', 'correctness', 'robustness', 'efficiency', 'accuracy', 'discussed', 'detail', 'example', 'elasticity', 'theory', 'provided', 'illustrate', 'collection']"
Life Sciences,Neuroscience,HEDSATS: High energy density semi-analytical thermal solutions,"SoftwareXVolume 10, July–December 2019, 100243",T.F.FlintM.C.Smith,"HEDSATS is a mathematical simulation library designed for the modelling of the 3D transient heat equation due to the application of various distributed volumetric heat sources, representative of advanced manufacturing processes. The library constructs 3D solutions using one dimensional Green’s functions, convoluted by the heat distribution in orthogonal domains. These solutions allow the thermal history to be computed, free from numerical discretisation errors, with representative boundary and initial conditions. Example applications calling various HEDSATS functions are provided that predict the transient temperature field in electron beam, arc and friction stir welding processes. HEDSATS is released under the GNU Lesser General Public License (LGPL v3.0), and its source code is available on github.",Analytical solutionGreen’s function analysisHeat transfer3D solution,"[('HEDSATS', 3), ('heat', 3), ('library', 2), ('3D', 2), ('transient', 2), ('various', 2), ('representative', 2), ('processes', 2), ('solutions', 2), ('functions', 2)]","['mathematical', 'simulation', 'designed', 'modelling', 'equation', 'application', 'distributed', 'volumetric', 'sources', 'advanced', 'manufacturing', 'constructs', 'dimensional', 'Green', '’', 'convoluted', 'distribution', 'orthogonal', 'domains', 'allow', 'thermal', 'history', 'computed', 'free', 'numerical', 'discretisation', 'errors', 'boundary', 'initial', 'conditions', 'Example', 'applications', 'calling', 'provided', 'predict', 'temperature', 'field', 'electron', 'beam', 'arc', 'friction', 'stir', 'welding', 'released', 'GNU', 'Lesser', 'General', 'Public', 'License', 'LGPL', 'v3.0', 'source', 'code', 'available', 'github']"
Life Sciences,Neuroscience,Itinerum: The open smartphone travel survey platform,"SoftwareXVolume 10, July–December 2019, 100230",ZacharyPattersonaKyleFitzsimmonsaStewartJacksonbTakeshiMukaia,"With the advent of smartphones and their ability to know their own location, there is an enormous potential to collect location data for many purposes, including travel-related research. While the ability to create smartphone travel survey applications is potentially revolutionary, the development of such applications remains sufficiently difficult to be beyond a typical transportation researcher’s ability. Of course, development of an app is only the first challenge associated with using such tools; information also needs to be inferred from collected data. The Itinerum platform was created to overcome the barriers facing the use of smartphones for transportation research. The Itinerum platform is a smartphone travel survey platform that allows researchers to customize the Itinerum app with their own questions and prompts, distribute these surveys, monitor, visualize and increasingly process collected data without a background in programming. With the platform, a customized study can be created in 10 min.",SmartphonesTravel surveysWeb platform,"[('platform', 4), ('ability', 3), ('data', 3), ('Itinerum', 3), ('smartphones', 2), ('location', 2), ('research', 2), ('smartphone', 2), ('travel', 2), ('survey', 2)]","['advent', 'know', 'enormous', 'potential', 'collect', 'purposes', 'including', 'travel-related', 'While', 'create', 'potentially', 'revolutionary', 'remains', 'sufficiently', 'difficult', 'beyond', 'typical', 'researcher', '’', 'Of', 'course', 'first', 'challenge', 'associated', 'tools', 'information', 'needs', 'inferred', 'overcome', 'barriers', 'facing', 'allows', 'researchers', 'customize', 'questions', 'prompts', 'distribute', 'surveys', 'monitor', 'visualize', 'increasingly', 'process', 'without', 'background', 'programming', 'customized', 'study', 'min']"
Life Sciences,Neuroscience,MaterialModeler—From experimental raw data to a material model,"SoftwareXVolume 10, July–December 2019, 100249",T.BenkertC.HartmannM.EderF.SpeckmaierW.Volk,"To perform the numerical analysis of metal forming processes, material models are needed. These models are based on experiments such as the tensile test. To generate a material model from experimental results, the test data must be analyzed, possibly smoothed, fitted by mathematical approaches and exported in the format of the simulation software. Currently this is achieved using proprietary software, self-programmed code or spreadsheets. The software MaterialModeler is aimed at closing the gap between the data generated in experiments and simulation software to improve the quality of material models, especially in respect of complex to model materials. Simultaneously, the error rate compared to the current manual process is decreased and every step from the experimental raw data to the material model is reproducible. MaterialModeler has been developed in the field of sheet metal forming, but it should easily be possible to extend its use to other disciplines.",Material modelMaterial characterizationMetal forming,"[('material', 4), ('software', 4), ('data', 3), ('metal', 2), ('forming', 2), ('experiments', 2), ('test', 2), ('experimental', 2), ('simulation', 2), ('MaterialModeler', 2)]","['perform', 'numerical', 'analysis', 'processes', 'needed', 'based', 'tensile', 'generate', 'results', 'must', 'analyzed', 'possibly', 'smoothed', 'fitted', 'mathematical', 'approaches', 'exported', 'format', 'Currently', 'achieved', 'proprietary', 'self-programmed', 'code', 'spreadsheets', 'aimed', 'closing', 'gap', 'generated', 'improve', 'quality', 'especially', 'respect', 'complex', 'materials', 'Simultaneously', 'error', 'rate', 'compared', 'current', 'manual', 'process', 'decreased', 'every', 'step', 'raw', 'reproducible', 'developed', 'field', 'sheet', 'easily', 'possible', 'extend', 'disciplines']"
Life Sciences,Neuroscience,NET v1.0: A framework to simulate permanent damage in elastomers under quasi-static deformations,"SoftwareXVolume 10, July–December 2019, 100229",VahidMorovatiRoozbehDargazany,"An analytical software for network evolution theory (NET) to describe the macroscopic behavior of filled rubber-like materials at different loading directions is presented. The software is based on a modular platform that is particularly designed to capture Mullins effect, permanent set, and deformation-induced anisotropy. Other inelastic features of elastomers can be modeled and added to the framework. Only the basic framework is covered in the NET v1.0, which is based on the decomposition of the network to two parallel networks of pure rubber (CC) and a polymer-filler (PP). NET v1.0 is developed in Maple©, has 7 material parameters that should be obtained by fitting, and 21 state variables that will be set internally. Experimental data can automatically be imported into NET from an Excel spreadsheet or direct output of a testing machine. To fit the experimental data, the model will be fitted to one full cycle by using the general Levenberg–Marquardt algorithm. The code helps users to fit and optimize the response of an elastomeric component in conceptual and preliminary design before deciding on implementing in the large-scale FE analysis.",Network evolution theoryMullins effectPermanent setDeformation-induced anisotropy,"[('NET', 4), ('software', 2), ('network', 2), ('based', 2), ('set', 2), ('framework', 2), ('v1.0', 2), ('data', 2), ('fit', 2), ('analytical', 1)]","['analytical', 'evolution', 'theory', 'describe', 'macroscopic', 'behavior', 'filled', 'rubber-like', 'materials', 'different', 'loading', 'directions', 'presented', 'modular', 'platform', 'particularly', 'designed', 'capture', 'Mullins', 'effect', 'permanent', 'deformation-induced', 'anisotropy', 'Other', 'inelastic', 'features', 'elastomers', 'modeled', 'added', 'Only', 'basic', 'covered', 'decomposition', 'parallel', 'networks', 'pure', 'rubber', 'CC', 'polymer-filler', 'PP', 'developed', 'Maple©', 'material', 'parameters', 'obtained', 'fitting', 'state', 'variables', 'internally', 'Experimental', 'automatically', 'imported', 'Excel', 'spreadsheet', 'direct', 'output', 'testing', 'machine', 'experimental', 'fitted', 'full', 'cycle', 'general', 'Levenberg–Marquardt', 'algorithm', 'code', 'helps', 'users', 'optimize', 'response', 'elastomeric', 'component', 'conceptual', 'preliminary', 'design', 'deciding', 'implementing', 'large-scale', 'FE', 'analysis']"
Life Sciences,Neuroscience,Nonio — modular automatic compiler phase selection and ordering specialization framework for modern compilers,"SoftwareXVolume 10, July–December 2019, 100238",RicardoNobreJoãoBispoTiagoCarvalhoJoão M.P.Cardoso,"This article presents Nonio, a modular, easy-to-use, design space exploration framework focused on exploring custom combinations of compiler flags and compiler sequences. We describe the framework and discuss its use with two of the most popular compiler toolchains, GCC and Clang+LLVM. Particularly, we discuss implementation details in the context of flag selection, when using GCC, and phase selection and ordering, when using Clang+LLVM. The framework software organization allows to easily add new components as plug-ins (e.g., an exploration algorithm, an objective metric, integration with another compiler toolchain). The software architecture provides well-defined interfaces, in order to enable seamless composition and interaction between different components. We present, as an example, a use case where we rely on Nonio to obtain custom compiler flags for reducing the execution time and the energy consumption of a C program, in relation to the best predetermined optimization settings provided by the compiler (e.g., –O3).",Compiler optimizationsDesign space explorationFlag selectionPerformance,"[('compiler', 6), ('framework', 3), ('Nonio', 2), ('exploration', 2), ('custom', 2), ('flags', 2), ('discuss', 2), ('GCC', 2), ('Clang+LLVM', 2), ('selection', 2)]","['article', 'presents', 'modular', 'easy-to-use', 'design', 'space', 'focused', 'exploring', 'combinations', 'sequences', 'describe', 'popular', 'toolchains', 'Particularly', 'implementation', 'details', 'context', 'flag', 'phase', 'ordering', 'organization', 'allows', 'easily', 'add', 'new', 'plug-ins', 'algorithm', 'objective', 'metric', 'integration', 'another', 'toolchain', 'architecture', 'provides', 'well-defined', 'interfaces', 'order', 'enable', 'seamless', 'composition', 'interaction', 'different', 'present', 'example', 'case', 'rely', 'obtain', 'reducing', 'execution', 'time', 'energy', 'consumption', 'C', 'program', 'relation', 'best', 'predetermined', 'optimization', 'settings', 'provided', '–O3']"
Life Sciences,Neuroscience,Predicting time to dementia using a quantitative template of disease progression,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease MonitoringVolume 11, December 2019, Pages 205-215",MuratBilgelaBruno M.JedynakbAlzheimer's Disease Neuroimaging Initiative1,"Characterization of longitudinal trajectories of biomarkers implicated in sporadic Alzheimer's disease (AD) in decades before clinical diagnosis is important for disease prevention and monitoring.MethodsWe used a multivariate Bayesian model to temporally align 1369 Alzheimer's disease Neuroimaging Initiative participants based on the similarity of their longitudinal biomarker measures and estimated a quantitative template of the temporal evolution of cerebrospinal fluid Aβ1−42, p-tau181p, and t-tau and hippocampal volume, brain glucose metabolism, and cognitive measurements. We computed biomarker trajectories as a function of time to AD dementia and predicted AD dementia onset age in a disjoint sample.ResultsQuantitative template showed early changes in verbal memory, cerebrospinal fluid Aβ1–42 and p-tau181p, and hippocampal volume. Mean error in predicted AD dementia onset age was <1.5 years.DiscussionOur method provides a quantitative approach for characterizing the natural history of AD starting at preclinical stages despite the lack of individual-level longitudinal data spanning the entire disease timeline.",AlzheimerDementiaOnsetPredictionLongitudinalBiomarkersCognitionQuantitative templateKaplan-Meier,"[('AD', 5), ('disease', 4), ('longitudinal', 3), ('dementia', 3), ('trajectories', 2), ('Alzheimer', 2), ('biomarker', 2), ('quantitative', 2), ('template', 2), ('cerebrospinal', 2)]","['Characterization', 'biomarkers', 'implicated', 'sporadic', 'decades', 'clinical', 'diagnosis', 'important', 'prevention', 'monitoring.MethodsWe', 'multivariate', 'Bayesian', 'temporally', 'align', '1369', 'Neuroimaging', 'Initiative', 'participants', 'based', 'similarity', 'measures', 'estimated', 'temporal', 'evolution', 'Aβ1−42', 't-tau', 'brain', 'glucose', 'metabolism', 'cognitive', 'measurements', 'computed', 'function', 'time', 'disjoint', 'sample.ResultsQuantitative', 'showed', 'early', 'changes', 'verbal', 'memory', 'Aβ1–42', 'Mean', 'error', '1.5', 'years.DiscussionOur', 'method', 'provides', 'approach', 'characterizing', 'natural', 'history', 'starting', 'preclinical', 'stages', 'despite', 'lack', 'individual-level', 'data', 'spanning', 'entire', 'timeline']"
Life Sciences,Neuroscience,Sensitive detection of antigen-specific T-cells using bead-bound antigen for in vitro re-stimulation,"MethodsXAvailable online 8 July 2019In Press, Accepted ManuscriptWhat are Accepted Manuscript articles?",MattiasBrongeaAndreasKaiseraClaudiaCarvalho-QueirozaOla B.NilssonaSabrinaRuhrmannaErikHolmgrenaTomasOlssonbGuroGafvelinaHansGrönlunda,"Reliable and sensitive detection of antigen specific cells is essential in several fields of research, whether it concerns monitoring responses to infectious agents or exploring the auto-antigen repertoire in autoimmune diseases. Identification of these cells is however difficult, especially when the cells often are rare and methods not sensitive, specific or practical enough. We propose a novel method of processing antigens before stimulation of cells which consists of covalently binding protein antigen to superparamagnetic micro-beads and using denaturing washes to remove contaminants. Peripheral blood mononuclear cells (PBMCs) from healthy donors were stimulated using both cytomegalovirus and tetanus-diphtheria antigen-beads as well as non-antigenic protein-beads as negative control in an IFNγ FluoroSpot assay in order to detect Th1 and CD8+ responses. The responses toward the antigen beads were both antigen specific and sensitive, with a detection threshold of 1 IFNγ producing T-cell per 15,000 PBMCs.•Covalently binding antigen to paramagnetic beads allows for harsh denaturing washes without loss of antigen.•Microbeads are phagocytosed by antigen presenting cells, resulting in efficient uptake, processing and presentation of the antigens.•The method allows the usage of relatively impure starting antigen material and whole PBMC samples without high background levels in follow up cellular assays.",T-cellin-vitro assayantigenantigen processingmicroparticles,"[('antigen', 7), ('cells', 6), ('sensitive', 3), ('specific', 3), ('responses', 3), ('detection', 2), ('method', 2), ('processing', 2), ('binding', 2), ('denaturing', 2)]","['Reliable', 'essential', 'several', 'fields', 'research', 'whether', 'concerns', 'monitoring', 'infectious', 'agents', 'exploring', 'auto-antigen', 'repertoire', 'autoimmune', 'diseases', 'Identification', 'however', 'difficult', 'especially', 'often', 'rare', 'methods', 'practical', 'enough', 'propose', 'novel', 'antigens', 'stimulation', 'consists', 'covalently', 'protein', 'superparamagnetic', 'micro-beads', 'remove', 'contaminants', 'Peripheral', 'blood', 'mononuclear', 'PBMCs', 'healthy', 'donors', 'stimulated', 'cytomegalovirus', 'tetanus-diphtheria', 'antigen-beads', 'well', 'non-antigenic', 'protein-beads', 'negative', 'control', 'FluoroSpot', 'assay', 'order', 'detect', 'Th1', 'CD8+', 'toward', 'threshold', '1', 'producing', 'T-cell', 'per', '15,000', 'PBMCs.•Covalently', 'paramagnetic', 'harsh', 'loss', 'antigen.•Microbeads', 'phagocytosed', 'presenting', 'resulting', 'efficient', 'uptake', 'presentation', 'antigens.•The', 'usage', 'relatively', 'impure', 'starting', 'material', 'whole', 'PBMC', 'samples', 'background', 'levels', 'follow', 'cellular', 'assays']"
Life Sciences,Neuroscience,Sex-specific incident dementia in patients with central nervous system trauma,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease MonitoringVolume 11, December 2019, Pages 355-367",TatyanaMollayevaabcMackenzieHurstbMichaelEscobardAngelaColantonioabc,"Despite evidence that central nervous system (CNS) trauma, including traumatic brain injury and spinal cord injury, can cause sustained neurocognitive impairment, it remains unclear whether trauma-related variables are associated with incident dementia independently of other known risk factors.MethodsAll adults without dementia entering the health-care system with diagnoses of CNS trauma were examined for occurrence of dementia. All trauma-related variables were examined as predictors in sex-specific Cox regression models, controlling for other known risk factors.ResultsOver a median follow-up of 52 months, 32,834 of 712,708 patients (4.6%) developed dementia. Traumatic brain injury severity and spinal cord injury interacted with age to influence dementia onset; women were at a greater risk of developing dementia earlier than men, all other factors being equal.DiscussionRisk stratification of patients with CNS trauma by sex is vital in identifying those most likely to develop dementia and in understanding the course and modifying factors.",Traumatic brain injurySpinal cord injuryComorbidityRisk factorsDementiaPrognostic modeling,"[('dementia', 7), ('injury', 4), ('CNS', 3), ('trauma', 3), ('risk', 3), ('system', 2), ('brain', 2), ('spinal', 2), ('cord', 2), ('trauma-related', 2)]","['Despite', 'evidence', 'central', 'nervous', 'including', 'traumatic', 'cause', 'sustained', 'neurocognitive', 'impairment', 'remains', 'unclear', 'whether', 'associated', 'incident', 'independently', 'factors.MethodsAll', 'adults', 'without', 'entering', 'health-care', 'diagnoses', 'occurrence', 'All', 'predictors', 'sex-specific', 'Cox', 'regression', 'controlling', 'factors.ResultsOver', 'median', 'follow-up', '52', 'months', '32,834', '712,708', '4.6', 'developed', 'Traumatic', 'severity', 'interacted', 'age', 'influence', 'onset', 'women', 'greater', 'developing', 'earlier', 'men', 'equal.DiscussionRisk', 'stratification', 'sex', 'vital', 'identifying', 'likely', 'develop', 'understanding', 'course', 'modifying']"
